City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
290,Bay Roberts,CA,47.5999,-53.2648,31.33,83,99,1.01,overcast clouds
291,Taksimo,RU,56.3444,114.8794,-3.59,98,100,1.19,overcast clouds
292,Marsabit,KE,2.3284,37.9899,68.23,54,6,7.49,clear sky
293,Dutlwe,BW,-23.9833,23.9,68.72,68,57,15.26,broken clouds
294,Kishi,NG,9.0833,3.85,75.99,20,58,4.76,broken clouds
295,Caravelas,BR,-17.7125,-39.2481,75.09,94,91,4.59,overcast clouds
296,Yeppoon,AU,-23.1333,150.7333,80.38,67,77,9.37,broken clouds
297,Ahipara,NZ,-35.1667,173.1667,74.82,67,5,5.97,clear sky
298,Cedar Lake,US,41.3648,-87.4411,32.22,79,7,6.2,clear sky
299,Mahebourg,MU,-20.4081,57.7,77.29,83,40,4.61,light rain
300,Pisco,PE,-13.7,-76.2167,73.45,78,0,13.8,clear sky
301,Mantua,IT,45.1667,10.7833,47.44,91,100,1.01,overcast clouds
302,Bambous Virieux,MU,-20.3428,57.7575,77.25,83,40,4.61,light rain
303,Ciudad Ojeda,VE,10.1964,-71.3082,78.69,80,8,8.1,clear sky
304,Valley City,US,46.9233,-98.0032,7.32,100,0,13.8,clear sky
305,Sao Filipe,CV,14.8961,-24.4956,72.77,68,6,15.68,clear sky
306,Hithadhoo,MV,-0.6,73.0833,79.81,80,77,10.09,broken clouds
307,Henties Bay,NA,-22.116,14.2845,63.93,79,15,6.44,few clouds
308,Humboldt,US,40.6665,-123.9178,48.74,95,100,10.09,moderate rain
309,Kichera,RU,55.9375,110.0997,-6.27,92,80,3.22,broken clouds
310,Anadyr,RU,64.75,177.4833,0.1,78,100,13.42,overcast clouds
311,Kirovsk,UA,48.6375,38.6428,9.82,60,0,6.2,clear sky
312,Necochea,AR,-38.5473,-58.7368,75.69,50,96,21.94,overcast clouds
313,Galbshtadt,RU,53.2264,78.9845,22.28,88,100,14.88,overcast clouds
314,Lodja,CD,-3.4833,23.4333,69.24,99,100,1.52,light rain
315,Wenling,CN,28.3669,121.36,50.58,59,0,3.62,clear sky
316,Wexford,IE,52.3342,-6.4575,47.89,87,88,11.99,overcast clouds
317,Poya,NC,-21.35,165.15,85.3,71,100,16.49,heavy intensity rain
318,Wagar,SD,16.1525,36.2032,65.48,66,3,11.48,clear sky
319,Kuznechnoye,RU,61.12,29.8686,9.32,79,100,5.64,overcast clouds
320,Kieta,PG,-6.2167,155.6333,84.7,71,92,5.59,overcast clouds
321,Vostok,RU,46.4856,135.8833,-2.81,84,47,2.89,scattered clouds
322,Raxaul,IN,26.9833,84.85,45.36,65,0,7.36,clear sky
323,Kembe,CF,4.6228,21.8865,68.61,33,76,1.19,broken clouds
324,Salvador,SV,13.8333,-88.9167,78.04,58,29,1.5,scattered clouds
325,Mayo,US,38.8876,-76.5119,45.12,54,0,6.91,clear sky
326,Catamarca,AR,-28.4696,-65.7852,81.59,45,89,3.0,overcast clouds
327,Woodward,US,36.4337,-99.3904,51.03,46,0,4.61,clear sky
328,Itoman,JP,26.1247,127.6694,59.02,73,20,5.75,few clouds
329,Kinablangan,PH,7.6947,126.5503,74.71,90,100,7.47,moderate rain
330,Coihaique,CL,-45.5752,-72.0662,65.01,72,75,3.44,broken clouds
331,Harwich,GB,51.9419,1.2844,47.25,80,46,11.01,scattered clouds
332,Arraial Do Cabo,BR,-22.9661,-42.0278,70.5,88,100,9.66,overcast clouds
333,Port Arthur,CN,38.8,121.2667,37.62,71,36,10.69,scattered clouds
334,Dzerzhinskoye,RU,56.8344,95.2283,14.72,94,100,5.91,overcast clouds
335,Nanortalik,GL,60.1432,-45.2371,22.6,74,68,6.78,broken clouds
336,Poum,NC,-20.2333,164.0167,83.25,83,100,30.33,moderate rain
337,Brae,GB,60.3964,-1.353,46.47,82,72,25.19,broken clouds
338,Sawai Madhopur,IN,25.9833,76.3667,43.7,41,0,1.3,clear sky
339,Pozo Colorado,PY,-23.4923,-58.7972,78.39,49,30,2.35,scattered clouds
340,Tamiahua,MX,21.2667,-97.45,72.1,89,2,8.1,clear sky
341,Port Blair,IN,11.6667,92.75,73.44,94,40,2.3,mist
342,Pemex,MX,18.4395,-96.3461,74.8,69,0,3.06,clear sky
343,Olinda,BR,-8.0089,-34.8553,80.33,69,20,6.91,few clouds
344,Severo-Kurilsk,RU,50.6789,156.125,26.33,64,91,19.57,light snow
345,Ishigaki,JP,24.3448,124.1572,64.53,72,75,11.5,broken clouds
346,Bodden Town,KY,19.2833,-81.25,80.6,76,20,13.8,few clouds
347,Ismailia,EG,30.6043,32.2723,60.17,54,74,4.23,broken clouds
348,College,US,64.8569,-147.8028,8.55,78,100,3.44,light snow
349,Tolaga Bay,NZ,-38.3667,178.3,69.57,86,52,8.77,broken clouds
350,Xuddur,SO,4.1213,43.8894,69.82,79,3,12.68,clear sky
351,Kyren,RU,51.6828,102.1408,7.36,84,99,2.1,overcast clouds
352,Garowe,SO,8.4054,48.4845,68.65,77,3,10.58,clear sky
353,Uray,RU,60.1247,64.7758,-11.61,94,100,13.98,overcast clouds
354,High Rock,BS,26.6208,-78.2833,69.82,61,0,14.16,clear sky
355,Mayumba,GA,-3.432,10.6554,77.22,86,100,4.32,light rain
356,Richards Bay,ZA,-28.783,32.0377,63.64,85,46,7.47,scattered clouds
357,Charters Towers,AU,-20.1,146.2667,84.31,51,93,11.12,overcast clouds
358,Rawson,AR,-43.3002,-65.1023,69.71,68,77,13.06,broken clouds
359,Praia,CV,14.9215,-23.5087,72.14,78,75,19.57,broken clouds
360,Thompson,CA,55.7435,-97.8558,1.56,85,20,3.44,few clouds
361,Phuket,TH,8.0,98.25,81.12,88,20,2.3,few clouds
362,Saint George,US,37.1041,-113.5841,54.43,60,0,3.44,clear sky
363,Quelimane,MZ,-17.8786,36.8883,76.95,94,75,0.0,light rain
364,Katherine,AU,-14.4667,132.2667,80.92,78,75,11.5,broken clouds
365,Tiksi,RU,71.6872,128.8694,-40.59,100,77,2.73,broken clouds
366,Kavaratti,IN,10.5669,72.642,81.14,65,2,7.45,clear sky
367,Akdepe,TM,42.0551,59.3788,41.09,65,69,14.99,broken clouds
368,Faanui,PF,-16.4833,-151.75,81.63,64,35,2.39,scattered clouds
369,Otane,NZ,-39.8833,176.6333,65.01,98,100,11.36,overcast clouds
370,Marsh Harbour,BS,26.5412,-77.0636,70.61,61,0,13.27,clear sky
371,Yendi,GH,9.4427,-0.0099,79.77,22,3,6.22,clear sky
372,Holguin,CU,20.8872,-76.2631,76.5,73,20,11.5,few clouds
373,Oytal,KZ,42.9057,73.2697,36.82,73,73,6.24,broken clouds
374,Coro,VE,11.4045,-69.6734,76.32,87,10,12.48,clear sky
375,Kostek,RU,43.3439,46.8541,24.21,38,97,11.95,overcast clouds
376,Muros,ES,42.7762,-9.0603,55.09,93,100,17.72,overcast clouds
377,Noshiro,JP,40.2039,140.0242,29.23,59,100,9.84,overcast clouds
378,Rantauprapat,ID,2.1,99.8333,71.22,95,94,1.68,overcast clouds
379,Monte Carmelo,BR,-18.7247,-47.4986,65.68,93,100,4.34,overcast clouds
380,Kapit,MY,2.0167,112.9333,76.33,89,98,1.34,overcast clouds
381,Bafq,IR,31.6128,55.4107,45.84,48,0,3.2,clear sky
382,Beyneu,KZ,45.3167,55.2,14.79,54,78,19.57,broken clouds
383,Dudinka,RU,69.4058,86.1778,-34.38,98,100,12.21,light snow
384,Tosagua,EC,-0.7833,-80.25,77.0,74,99,10.02,overcast clouds
385,Saint-Francois,FR,46.4154,3.9054,53.04,78,100,10.36,light rain
386,Kutum,SD,14.2,24.6667,54.57,30,13,5.95,few clouds
387,Itarema,BR,-2.9248,-39.9167,79.54,78,0,16.13,clear sky
388,Sorland,NO,67.667,12.6934,35.46,66,83,28.86,broken clouds
389,San Javier,ES,37.8063,-0.8374,53.13,76,38,5.99,scattered clouds
390,Gurgentepe,TR,40.7883,37.6017,30.09,95,100,2.04,light snow
391,Mecca,SA,21.4267,39.8261,68.16,65,2,3.87,clear sky
392,Hokitika,NZ,-42.7167,170.9667,71.22,46,25,7.2,scattered clouds
393,Burgersdorp,ZA,-30.9977,26.3286,55.8,66,7,4.9,clear sky
394,Jefferson City,US,38.5767,-92.1735,37.31,75,100,3.44,overcast clouds
395,Ambulu,ID,-8.345,113.6058,78.8,82,55,1.95,broken clouds
396,Sorong,ID,-0.8833,131.25,82.38,75,100,6.85,overcast clouds
397,Avera,US,33.194,-82.5271,54.91,54,3,2.1,clear sky
398,Porto Belo,BR,-27.1578,-48.5531,75.15,74,10,9.64,clear sky
399,Codrington,AU,-38.2667,141.9667,89.08,25,0,12.44,clear sky
400,Nantucket,US,41.2835,-70.0995,42.94,84,100,5.75,overcast clouds
401,Luebo,CD,-5.35,21.4167,69.13,98,98,1.97,overcast clouds
402,San Cristobal,VE,7.7669,-72.225,71.78,89,66,1.28,broken clouds
403,Catemaco,MX,18.4167,-95.1167,68.74,83,11,2.28,few clouds
404,Bilma,NE,18.6853,12.9164,63.88,30,32,8.57,scattered clouds
405,Florence,IT,43.7667,11.25,53.29,94,75,5.75,mist
406,Palkino,RU,57.5409,28.0126,-4.25,80,21,9.31,few clouds
407,Kalakamati,BW,-20.5929,27.3121,59.88,87,100,13.8,overcast clouds
408,Talara,PE,-4.5772,-81.2719,74.16,68,40,13.8,scattered clouds
409,Port-Cartier,CA,50.0334,-66.8654,19.62,72,73,17.9,broken clouds
410,Bad Hersfeld,DE,50.8667,9.7,48.81,86,100,1.99,overcast clouds
411,Emet,TR,39.343,29.2585,33.06,72,1,2.59,clear sky
412,Airai,TL,-8.9266,125.4092,67.42,73,95,2.75,overcast clouds
413,Juneau,US,58.3019,-134.4197,38.21,100,100,0.0,fog
414,Krasnoselkup,RU,65.7,82.4667,-43.38,99,40,7.14,scattered clouds
415,Shaunavon,CA,49.6501,-108.4181,24.58,82,5,7.25,clear sky
416,Saint-Augustin,CA,51.226,-58.6502,16.63,81,96,1.41,overcast clouds
417,Pemangkat,ID,1.1667,108.9667,78.26,86,99,1.86,overcast clouds
418,Santa Fe,AR,-31.6333,-60.7,93.0,33,39,5.99,light rain
419,Nardaran,AZ,40.5561,50.0056,37.04,65,100,20.71,overcast clouds
420,Kiunga,PG,-6.1219,141.2906,84.22,68,100,1.34,overcast clouds
421,Nizhniy Ingash,RU,56.2,96.53,15.58,96,99,4.07,overcast clouds
422,Corsicana,US,32.0954,-96.4689,62.67,49,100,9.22,overcast clouds
423,Ashington,GB,50.9331,-0.3909,50.63,84,23,5.01,few clouds
424,Fort Nelson,CA,58.8053,-122.7002,5.95,86,75,3.44,broken clouds
425,Klyuchi,RU,52.2667,79.1667,21.74,87,100,15.46,overcast clouds
426,Kidal,ML,18.4411,1.4078,68.83,21,75,9.48,broken clouds
427,Tabou,CI,4.423,-7.3528,78.89,84,22,7.14,few clouds
428,Kashi,CN,39.4547,75.9797,24.01,50,66,6.71,broken clouds
429,Honningsvag,NO,70.9821,25.9704,17.35,73,40,21.85,scattered clouds
430,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,77,40,10.36,scattered clouds
431,Khandyga,RU,62.6667,135.6,-54.22,100,64,1.1,broken clouds
432,Miranda,CO,3.2499,-76.2281,71.73,97,87,2.3,overcast clouds
433,Paulo Ramos,BR,-4.2167,-45.1833,73.92,95,46,5.26,scattered clouds
434,Santa Cruz,BO,-17.8,-63.1667,86.05,54,33,9.22,scattered clouds
435,Izhma,RU,65.0083,53.9113,-41.66,100,53,3.13,broken clouds
436,Turmalina,BR,-17.2856,-42.73,67.44,97,100,2.37,overcast clouds
437,Umm Lajj,SA,25.0213,37.2685,67.91,48,20,11.23,few clouds
438,Tottori,JP,35.5,134.2333,42.87,93,75,3.44,broken clouds
439,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,72,40,11.5,scattered clouds
440,Lahij,YE,13.1667,44.5833,68.31,88,13,3.42,few clouds
441,Havre-Saint-Pierre,CA,50.2334,-63.5986,23.0,93,100,6.91,light snow
442,Alofi,NU,-19.0595,-169.9187,84.09,79,100,11.5,overcast clouds
443,Mehamn,NO,71.0357,27.8492,13.95,79,28,18.41,scattered clouds
444,Soyo,AO,-6.1349,12.3689,78.03,86,100,3.06,moderate rain
445,Sisimiut,GL,66.9395,-53.6735,12.74,80,99,7.87,overcast clouds
446,Quatre Cocos,MU,-20.2078,57.7625,77.11,78,27,11.65,light rain
447,Namatanai,PG,-3.6667,152.4333,84.94,69,88,6.11,overcast clouds
448,Taoudenni,ML,22.6783,-3.9836,62.19,23,97,14.56,overcast clouds
449,Yashan,CN,22.1975,109.9419,62.8,72,100,3.44,overcast clouds
450,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,92,100,15.86,overcast clouds
451,Conde,BR,-7.2597,-34.9075,80.06,74,20,9.22,few clouds
452,Port Moresby,PG,-9.4431,147.1797,83.62,70,75,11.5,broken clouds
453,Belmonte,BR,-15.8631,-38.8828,77.29,87,100,6.87,overcast clouds
454,Alice Springs,AU,-23.7,133.8833,63.95,100,100,4.61,overcast clouds
455,Pangody,RU,65.85,74.4859,-39.42,93,10,8.3,clear sky
456,Hoshangabad,IN,22.75,77.7167,47.95,38,0,4.18,clear sky
457,Acari,PE,-15.4311,-74.6158,73.83,74,6,4.41,clear sky
458,Buraydah,SA,26.326,43.975,48.65,50,61,5.68,broken clouds
459,Raudeberg,NO,61.9875,5.1352,45.86,66,100,15.48,light rain
460,Lake Havasu City,US,34.4839,-114.3224,63.23,42,0,6.91,clear sky
461,Fairbanks,US,64.8378,-147.7164,8.56,79,100,3.44,light snow
462,Douglas,US,41.3,-96.167,28.51,71,40,4.61,scattered clouds
463,Kizhinga,RU,51.8462,109.9097,-4.85,96,32,3.18,scattered clouds
464,Cascais,PT,38.6979,-9.4215,62.51,92,100,13.0,overcast clouds
465,Shache,CN,38.4167,77.2406,24.42,42,64,1.12,broken clouds
466,Hobyo,SO,5.3505,48.5268,77.07,77,5,16.67,clear sky
467,Kibala,TD,9.1104,18.3463,73.35,35,0,6.91,clear sky
468,Kangaatsiaq,GL,68.3065,-53.4641,3.11,99,94,6.26,overcast clouds
469,Banff,CA,51.1762,-115.5698,38.43,74,100,6.91,overcast clouds
470,Warri,NG,5.5167,5.75,75.76,93,60,3.29,broken clouds
471,Luganville,VU,-15.5333,167.1667,86.41,70,99,4.85,overcast clouds
472,Narsaq,GL,60.9167,-46.05,14.22,67,88,9.19,overcast clouds
473,Dingli,MT,35.8614,14.3822,50.16,93,20,4.61,few clouds
474,Palizada,MX,18.25,-92.0833,72.88,78,0,2.77,clear sky
475,Jiangyou,CN,31.7667,104.7167,42.87,79,0,3.13,clear sky
476,Tadine,NC,-21.55,167.8833,80.76,84,100,17.4,light rain
477,Chapais,CA,49.7834,-74.8492,8.38,100,98,4.43,overcast clouds
478,Lukovetskiy,RU,64.2956,41.9211,-27.69,98,10,1.54,clear sky
479,Ferme-Neuve,CA,46.7001,-75.4493,10.54,86,96,6.31,overcast clouds
480,Petropavlovka,RU,50.6114,105.3196,0.36,95,95,2.66,overcast clouds
481,Miandrivazo,MG,-19.5167,45.4667,77.22,86,91,1.16,overcast clouds
482,Piopio,NZ,-38.4667,175.0167,83.08,43,67,3.74,broken clouds
483,Saint Thomas Mount,IN,12.9964,80.2031,76.98,83,40,2.3,mist
484,Hovd,MN,48.0056,91.6419,10.35,73,3,3.74,clear sky
485,Strezhevoy,RU,60.7333,77.5889,-1.89,96,100,15.9,light snow
486,Novikovo,RU,51.1537,37.8879,1.81,92,6,3.15,clear sky
487,Dobrinka,RU,52.1653,40.4731,-2.09,93,6,4.32,clear sky
488,Constitucion,CL,-35.3333,-72.4167,61.02,85,3,6.62,clear sky
489,Flagstaff,US,35.1981,-111.6513,47.86,53,0,4.61,clear sky
490,Kailua,US,21.4022,-157.7394,83.89,66,32,4.0,scattered clouds
491,Leningradskiy,RU,69.3833,178.4167,-19.79,96,86,5.37,overcast clouds
492,Cherskiy,RU,68.75,161.3,-23.73,97,100,4.63,overcast clouds
493,North Battleford,CA,52.7834,-108.2847,14.4,85,0,2.3,clear sky
494,Kamsack,CA,51.5667,-101.9009,15.24,97,69,3.51,broken clouds
495,Mogadishu,SO,2.0371,45.3438,77.27,85,20,16.33,few clouds
496,Adre,TD,13.4667,22.2,61.74,21,14,10.0,few clouds
497,Mareeba,AU,-17.0,145.4333,77.49,95,100,0.98,overcast clouds
498,Jalu,LY,29.0331,21.5482,55.2,69,57,8.61,broken clouds
499,Agadez,NE,19.75,10.25,61.34,33,23,7.27,few clouds
500,Enid,US,36.3956,-97.8784,48.36,53,0,10.36,clear sky
501,Zhicheng,CN,30.2956,111.5047,49.06,53,0,1.7,clear sky
502,Rocha,UY,-34.4833,-54.3333,66.7,90,0,9.82,clear sky
503,Longido,TZ,-2.7333,36.6833,63.72,78,25,5.86,scattered clouds
504,Vilhena,BR,-12.7406,-60.1458,75.42,88,75,8.05,broken clouds
505,Trinidad,BO,-14.8333,-64.9,89.58,58,20,0.0,few clouds
506,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,69.08,83,0,11.34,clear sky
507,Muzaffargarh,PK,30.0754,71.1921,44.62,18,32,2.75,scattered clouds
508,Middle Island,US,40.8843,-72.9373,42.85,78,0,5.75,clear sky
509,Hay River,CA,60.8156,-115.7999,3.18,85,20,0.0,few clouds
510,Wenzhou,CN,27.9994,120.6668,51.04,58,0,2.1,clear sky
511,Schluchtern,DE,50.3489,9.5253,48.88,67,93,8.25,overcast clouds
512,Augusto Correa,BR,-1.0217,-46.635,75.87,90,96,3.51,light rain
513,Praia Da Vitoria,PT,38.7333,-27.0667,64.65,82,75,14.92,broken clouds
514,Ust-Barguzin,RU,53.45,108.9833,-2.69,98,76,1.52,broken clouds
515,Jacareacanga,BR,-6.2222,-57.7528,73.31,98,77,2.04,broken clouds
516,Tromso,NO,69.6496,18.957,23.02,50,43,9.22,scattered clouds
517,Torbay,CA,47.6666,-52.7314,30.58,85,75,5.99,broken clouds
518,Champasak,LA,14.75,106.0,64.13,84,98,0.34,overcast clouds
519,Nirasaki,JP,35.7,138.45,41.94,51,0,1.5,clear sky
520,Majene,ID,-3.5403,118.9707,80.02,79,98,7.67,light rain
521,Roseburg,US,43.2165,-123.3417,54.5,85,75,0.0,broken clouds
522,San Rafael,AR,-34.6177,-68.3301,89.19,20,85,17.29,overcast clouds
523,Ada,US,43.4166,-116.1262,43.41,61,20,14.0,few clouds
524,Zhanaozen,KZ,43.3,52.8,22.87,54,100,19.71,overcast clouds
525,Bulaevo,KZ,54.9056,70.4439,1.33,92,100,6.55,light snow
526,Esmeraldas,BR,-19.7625,-44.3139,69.04,98,100,3.13,moderate rain
527,Farafangana,MG,-22.8167,47.8333,75.09,91,14,6.26,light rain
528,Boundiali,CI,9.5217,-6.4869,76.35,26,4,4.54,clear sky
529,Lermontovka,RU,47.1453,134.3383,-7.85,97,71,4.68,broken clouds
530,Ust-Omchug,RU,61.15,149.6333,-27.85,96,97,3.83,overcast clouds
531,Ikongo,MG,-21.8833,47.4333,69.44,97,24,1.77,few clouds
532,Warwick,US,41.7001,-71.4162,41.13,74,100,4.61,overcast clouds
533,Iraan,US,30.914,-101.8979,60.48,25,88,10.02,overcast clouds
534,Sault Sainte Marie,CA,46.5168,-84.3333,16.36,75,100,3.44,overcast clouds
535,Guhagar,IN,17.4842,73.1929,70.47,58,0,5.84,clear sky
536,Tautira,PF,-17.7333,-149.15,80.71,74,18,10.4,light rain
537,Kizukuri,JP,40.8061,140.3861,32.95,90,99,4.05,light snow
538,Balung,ID,-7.7333,113.9167,79.83,75,23,3.4,few clouds
539,Puerto Palomas,MX,31.7667,-107.6167,55.47,27,42,5.06,scattered clouds
540,Belaya Gora,RU,68.5333,146.4167,-30.44,97,100,2.8,overcast clouds
541,Kupang,ID,-10.1667,123.5833,81.18,94,20,3.44,few clouds
542,Nome,US,64.5011,-165.4064,17.67,93,100,3.44,overcast clouds
543,Tabuk,PH,17.4189,121.4443,68.77,88,95,1.57,overcast clouds
544,Moura,PT,38.1401,-7.4486,59.11,94,100,12.03,light rain
545,Bisho,ZA,-32.8472,27.4422,54.32,95,69,5.17,broken clouds
546,Gilgit,PK,35.9221,74.3087,39.0,86,100,1.14,overcast clouds
547,Okhotsk,RU,59.3833,143.3,-22.5,83,6,13.69,clear sky
548,Gizo,SB,-8.103,156.8419,84.25,73,70,8.19,light rain
549,Bad Wildbad,DE,48.75,8.55,46.26,81,82,6.51,broken clouds
550,Tooele,US,40.5308,-112.2983,41.65,79,100,5.46,overcast clouds
551,Sarkand,KZ,45.41,79.9186,31.73,72,100,7.02,overcast clouds
552,Rio Gallegos,AR,-51.6226,-69.2181,64.45,36,0,14.97,clear sky
553,Ternate,ID,0.8,127.4,81.64,80,100,10.49,light rain
554,Acajutla,SV,13.5928,-89.8275,78.55,63,7,6.31,clear sky
555,Boli,CN,45.7667,130.5167,1.83,95,35,3.24,scattered clouds
556,San Quintin,MX,30.4833,-115.95,63.36,56,1,7.27,clear sky
557,Havoysund,NO,70.9963,24.6622,17.83,85,34,18.57,scattered clouds
558,Batemans Bay,AU,-35.7167,150.1833,66.09,50,50,6.51,scattered clouds
559,Derzhavinsk,KZ,51.1,66.3167,32.74,98,100,19.69,snow
560,Goure,NE,13.9835,10.2704,61.75,23,71,9.22,broken clouds
561,Campos,BR,-21.75,-41.3,73.45,88,100,11.5,overcast clouds
562,Pitsunda,GE,43.1592,40.3378,33.98,69,100,4.85,overcast clouds
563,Malayal,PH,7.208,121.942,75.0,77,100,6.44,overcast clouds
564,Ukiah,US,39.1502,-123.2078,50.14,89,100,14.97,overcast clouds
565,Alakurtti,RU,66.9672,30.3491,-4.49,100,98,1.88,overcast clouds
566,Noyabrsk,RU,63.1994,75.4507,-27.94,83,96,22.86,overcast clouds
567,Khatima,IN,28.9167,79.9667,46.94,48,1,3.09,clear sky
568,Sohbatpur,PK,28.5202,68.5434,54.39,16,54,4.79,broken clouds
569,Karwar,IN,14.8,74.1333,72.27,56,0,6.38,clear sky
570,Arlit,NE,18.7369,7.3853,68.36,24,29,8.19,scattered clouds
571,Gat,IL,31.61,34.7642,54.39,100,2,4.38,clear sky
572,Esfahan,IR,32.6572,51.6776,24.44,59,0,5.12,clear sky
573,Karratha,AU,-20.7377,116.8463,85.39,50,51,18.05,broken clouds
574,North Bend,US,43.4065,-124.2243,54.16,91,100,9.22,overcast clouds
575,Basco,PH,20.4487,121.9702,74.46,77,72,22.53,broken clouds
576,Turukhansk,RU,65.8167,87.9833,-51.99,96,26,3.38,scattered clouds
577,Snasa,NO,64.2457,12.3778,31.41,94,100,7.74,light snow
578,Aykhal,RU,66.0,111.5,-44.81,100,100,4.43,overcast clouds
